SECY_number,SRM Description,SRM Date,SRM Year,SRM url,Description,SECY Date,SECY Year,SECY url,detailed_type,title,voter,Vote Date,CVR Year,availability,SRM_Business_Days,Vote_Business_Days,Vote_SRM_Business_Days,first_vote,last_vote,Role at CVR,Party Affiliation,Start Date,End Date,Gender,Chair at CVR,Cumulative Days Served,Term Number,Chair at SECY,Chair at SECY Start Date,Chair at SECY End Date,Last Name,Role at SECY,SECY_before_term,Original_Vote_Business_Days,Original_SRM_Business_Days,next_chair,bdays_before_chair_end,responsible_chair,com_count_SECY,com_count_CVR,com_count_SRM,com_count_average,consistency_count,Congress,Presidency,Party,Party_Congress_Diff,Party_Presidency_Diff
SECY-16-0075,Proposed Merger of the Offices of New Reactors and Nuclear Reactor Regulation,2016-09-15,2016,https://www.nrc.gov/docs/ML1626/ML16260A075.pdf,Proposed Merger of the Offices of New Reactors and Nuclear Reactor Regulation,2016-06-08,2016,https://www.nrc.gov/docs/ML1608/ML16083A028.html,Recommendations,Cmr.,BARAN,2016-07-07,2016,all,69.0,20.0,49.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,633,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,20.0,69.0,Svinicki,163.0,Burns,4,3,3,3.5,0,1.0,0,0.0,1.0,0.0
SECY-16-0075,Proposed Merger of the Offices of New Reactors and Nuclear Reactor Regulation,2016-09-15,2016,https://www.nrc.gov/docs/ML1626/ML16260A075.pdf,Proposed Merger of the Offices of New Reactors and Nuclear Reactor Regulation,2016-06-08,2016,https://www.nrc.gov/docs/ML1608/ML16083A028.html,Recommendations,Chrm.,BURNS,2016-08-16,2016,all,69.0,48.0,21.0,False,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,651,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,48.0,69.0,Svinicki,163.0,Burns,4,3,3,3.5,0,1.0,0,0.5,0.5,0.5
SECY-16-0075,Proposed Merger of the Offices of New Reactors and Nuclear Reactor Regulation,2016-09-15,2016,https://www.nrc.gov/docs/ML1626/ML16260A075.pdf,Proposed Merger of the Offices of New Reactors and Nuclear Reactor Regulation,2016-06-08,2016,https://www.nrc.gov/docs/ML1608/ML16083A028.html,Recommendations,Cmr.,SVINICKI,2016-09-13,2016,all,69.0,67.0,2.0,False,True,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3103,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,67.0,69.0,Svinicki,163.0,Burns,4,3,3,3.5,0,1.0,0,1.0,0.0,1.0
SECY-16-0083,Project Aim—Materials Program Evaluation and Recommendation,2016-09-19,2016,https://www.nrc.gov/docs/ML1626/ML16263A380.pdf,Project AIM—Materials Program Evaluation and Recommendation,2016-06-27,2016,https://www.nrc.gov/docs/ML1614/ML16148A800.html,Recommendations,Cmr.,BARAN,2016-08-01,2016,all,58.0,24.0,34.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,658,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,24.0,58.0,Svinicki,150.0,Burns,4,3,3,3.5,0,1.0,0,0.0,1.0,0.0
SECY-16-0083,Project Aim—Materials Program Evaluation and Recommendation,2016-09-19,2016,https://www.nrc.gov/docs/ML1626/ML16263A380.pdf,Project AIM—Materials Program Evaluation and Recommendation,2016-06-27,2016,https://www.nrc.gov/docs/ML1614/ML16148A800.html,Recommendations,Chrm.,BURNS,2016-08-16,2016,all,58.0,35.0,23.0,False,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,651,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,35.0,58.0,Svinicki,150.0,Burns,4,3,3,3.5,0,1.0,0,0.5,0.5,0.5
SECY-16-0083,Project Aim—Materials Program Evaluation and Recommendation,2016-09-19,2016,https://www.nrc.gov/docs/ML1626/ML16263A380.pdf,Project AIM—Materials Program Evaluation and Recommendation,2016-06-27,2016,https://www.nrc.gov/docs/ML1614/ML16148A800.html,Recommendations,Cmr.,SVINICKI,2016-09-15,2016,all,58.0,56.0,2.0,False,True,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3105,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,56.0,58.0,Svinicki,150.0,Burns,4,3,3,3.5,0,1.0,0,1.0,0.0,1.0
SECY-16-0084,Wyoming's Proposal for a Limited Agreement to Only Regulate Milling Facilities' Source Material and 11E.(2) Byproduct Material,2016-08-03,2016,https://www.nrc.gov/docs/ML1621/ML16216A534.pdf,Wyoming’s Proposal for a Limited Agreement to Only Regulate Milling Facilities’ Source Material and 11E.(2) Byproduct Material,2016-07-05,2016,https://www.nrc.gov/docs/ML1608/ML16089A241.pdf,Other,Cmr.,BARAN,2016-08-02,2016,all,21.0,20.0,1.0,False,True,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,659,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,20.0,21.0,Svinicki,144.0,Burns,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0084,Wyoming's Proposal for a Limited Agreement to Only Regulate Milling Facilities' Source Material and 11E.(2) Byproduct Material,2016-08-03,2016,https://www.nrc.gov/docs/ML1621/ML16216A534.pdf,Wyoming’s Proposal for a Limited Agreement to Only Regulate Milling Facilities’ Source Material and 11E.(2) Byproduct Material,2016-07-05,2016,https://www.nrc.gov/docs/ML1608/ML16089A241.pdf,Other,Chrm.,BURNS,2016-07-19,2016,all,21.0,10.0,11.0,True,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,623,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,10.0,21.0,Svinicki,144.0,Burns,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0084,Wyoming's Proposal for a Limited Agreement to Only Regulate Milling Facilities' Source Material and 11E.(2) Byproduct Material,2016-08-03,2016,https://www.nrc.gov/docs/ML1621/ML16216A534.pdf,Wyoming’s Proposal for a Limited Agreement to Only Regulate Milling Facilities’ Source Material and 11E.(2) Byproduct Material,2016-07-05,2016,https://www.nrc.gov/docs/ML1608/ML16089A241.pdf,Other,Cmr.,SVINICKI,2016-07-28,2016,all,21.0,17.0,4.0,False,False,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3056,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,17.0,21.0,Svinicki,144.0,Burns,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0093,Rulemaking Plan for Revisions to Transportation Safety Requirements and Harmonization with International Atomic Energy Agency Transportation Requirements,2016-08-19,2016,https://www.nrc.gov/docs/ML1623/ML16235A182.pdf,Rulemaking Plan for Revisions to Transportation Safety Requirements and Harmonization with International Atomic Energy Agency Transportation Requirements,2016-07-28,2016,https://www.nrc.gov/docs/ML1615/ML16158A164.pdf,Rulemaking Plan,Cmr.,BARAN,2016-08-11,2016,all,16.0,10.0,6.0,False,True,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,668,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,10.0,16.0,Svinicki,127.0,Burns,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0093,Rulemaking Plan for Revisions to Transportation Safety Requirements and Harmonization with International Atomic Energy Agency Transportation Requirements,2016-08-19,2016,https://www.nrc.gov/docs/ML1623/ML16235A182.pdf,Rulemaking Plan for Revisions to Transportation Safety Requirements and Harmonization with International Atomic Energy Agency Transportation Requirements,2016-07-28,2016,https://www.nrc.gov/docs/ML1615/ML16158A164.pdf,Rulemaking Plan,Chrm.,BURNS,2016-08-08,2016,all,16.0,7.0,9.0,True,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,643,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,7.0,16.0,Svinicki,127.0,Burns,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0093,Rulemaking Plan for Revisions to Transportation Safety Requirements and Harmonization with International Atomic Energy Agency Transportation Requirements,2016-08-19,2016,https://www.nrc.gov/docs/ML1623/ML16235A182.pdf,Rulemaking Plan for Revisions to Transportation Safety Requirements and Harmonization with International Atomic Energy Agency Transportation Requirements,2016-07-28,2016,https://www.nrc.gov/docs/ML1615/ML16158A164.pdf,Rulemaking Plan,Cmr.,SVINICKI,2016-08-11,2016,all,16.0,10.0,6.0,False,False,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3070,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,10.0,16.0,Svinicki,127.0,Burns,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0097,Fee Setting Improvements and Fiscal Year 2017 Proposed Fee Rule,2016-10-19,2016,https://www.nrc.gov/docs/ML1629/ML16293A902.pdf,Fee Setting Improvements and Fiscal year 2017 Proposed Fee Rule,2016-08-15,2016,https://www.nrc.gov/docs/ML1621/ML16210A472.html,Recommendations,Chrm.,BURNS,2016-10-17,2016,all,45.0,43.0,2.0,False,True,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,713,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,43.0,45.0,Svinicki,115.0,Burns,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0097,Fee Setting Improvements and Fiscal Year 2017 Proposed Fee Rule,2016-10-19,2016,https://www.nrc.gov/docs/ML1629/ML16293A902.pdf,Fee Setting Improvements and Fiscal year 2017 Proposed Fee Rule,2016-08-15,2016,https://www.nrc.gov/docs/ML1621/ML16210A472.html,Recommendations,Cmr.,SVINICKI,2016-10-13,2016,all,45.0,41.0,4.0,True,False,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3133,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,41.0,45.0,Svinicki,115.0,Burns,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0098,Tribal Consultation Policy Statement and Protocol,2016-12-02,2016,https://www.nrc.gov/docs/ML1633/ML16337A034.html,Tribal Consultation Policy Statement and Protocol,2016-08-19,2016,https://www.nrc.gov/docs/ML1614/ML16144A777.html,Policy Statement,Cmr.,BARAN,2016-10-13,2016,all,71.0,37.0,34.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,731,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,37.0,71.0,Svinicki,111.0,Burns,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0098,Tribal Consultation Policy Statement and Protocol,2016-12-02,2016,https://www.nrc.gov/docs/ML1633/ML16337A034.html,Tribal Consultation Policy Statement and Protocol,2016-08-19,2016,https://www.nrc.gov/docs/ML1614/ML16144A777.html,Policy Statement,Chrm.,BURNS,2016-11-17,2016,all,71.0,61.0,10.0,False,True,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,744,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,61.0,71.0,Svinicki,111.0,Burns,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0098,Tribal Consultation Policy Statement and Protocol,2016-12-02,2016,https://www.nrc.gov/docs/ML1633/ML16337A034.html,Tribal Consultation Policy Statement and Protocol,2016-08-19,2016,https://www.nrc.gov/docs/ML1614/ML16144A777.html,Policy Statement,Cmr.,SVINICKI,2016-11-08,2016,all,71.0,55.0,16.0,False,False,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3159,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,55.0,71.0,Svinicki,111.0,Burns,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0106,Final Rule: Low-Level Radioactive Waste Disposal (10 CFR Part 61) (RIN 3150-AI92),2017-09-08,2016,https://www.nrc.gov/docs/ML1725/ML17251B147.pdf,Final Rule: Low-Level Radioactive Waste Disposal (10 CFR Part 61) (RIN 3150-AI92),2016-09-15,2016,https://www.nrc.gov/docs/ML1618/ML16188A290.html,Final Rule,Cmr.,BARAN,2017-02-01,2016,all,246.0,93.0,153.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Svinicki,842,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,93.0,246.0,Svinicki,92.0,Burns,3,3,3,3.0,1,1.0,1,0.0,1.0,1.0
SECY-16-0106,Final Rule: Low-Level Radioactive Waste Disposal (10 CFR Part 61) (RIN 3150-AI92),2017-09-08,2016,https://www.nrc.gov/docs/ML1725/ML17251B147.pdf,Final Rule: Low-Level Radioactive Waste Disposal (10 CFR Part 61) (RIN 3150-AI92),2016-09-15,2016,https://www.nrc.gov/docs/ML1618/ML16188A290.html,Final Rule,Cmr.,BURNS,2017-06-26,2016,all,246.0,194.0,52.0,False,False,Commissioner,Independent,2017-01-23,2019-04-30,Male,Svinicki,965,3,Burns,2015-01-01,2017-01-22,BURNS,Chair,True,194.0,246.0,Svinicki,92.0,Burns,3,3,3,3.0,1,1.0,1,0.5,0.5,0.5
SECY-16-0106,Final Rule: Low-Level Radioactive Waste Disposal (10 CFR Part 61) (RIN 3150-AI92),2017-09-08,2016,https://www.nrc.gov/docs/ML1725/ML17251B147.pdf,Final Rule: Low-Level Radioactive Waste Disposal (10 CFR Part 61) (RIN 3150-AI92),2016-09-15,2016,https://www.nrc.gov/docs/ML1618/ML16188A290.html,Final Rule,Chrm.,SVINICKI,2017-08-15,2016,all,246.0,229.0,17.0,False,True,Chair,Republican,2017-01-23,2021-01-19,Female,Svinicki,3439,2,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,True,229.0,246.0,Svinicki,92.0,Burns,3,3,3,3.0,1,1.0,1,1.0,0.0,0.0
SECY-16-0115,Rulemaking Plan on Financial Assurance for Disposition of Category 1 and 2 Byproduct Material Radioactive Sealed Sources,2021-12-08,2016,https://www.nrc.gov/docs/ML2134/ML21342A032.pdf,Rulemaking Plan on Financial Assurance for Disposition of Category 1 and 2 Byproduct Material Radioactive Sealed Sources,2016-10-07,2016,https://www.nrc.gov/docs/ML1620/ML16200A223.pdf,Rulemaking Plan,Cmr.,BARAN,2016-10-26,2016,all,1294.0,12.0,1282.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,744,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,12.0,1294.0,Svinicki,76.0,Burns,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0115,Rulemaking Plan on Financial Assurance for Disposition of Category 1 and 2 Byproduct Material Radioactive Sealed Sources,2021-12-08,2016,https://www.nrc.gov/docs/ML2134/ML21342A032.pdf,Rulemaking Plan on Financial Assurance for Disposition of Category 1 and 2 Byproduct Material Radioactive Sealed Sources,2016-10-07,2016,https://www.nrc.gov/docs/ML1620/ML16200A223.pdf,Rulemaking Plan,Chrm.,HANSON,2020-08-24,2016,all,375.0,54.0,322.0,False,False,Commissioner,Democrat,2020-06-08,2021-01-19,Male,Svinicki,78,1,Burns,2015-01-01,2017-01-22,,,True,972.0,1294.0,Svinicki,76.0,Burns,3,5,3,4.0,0,0.5,1,0.0,0.5,1.0
SECY-16-0115,Rulemaking Plan on Financial Assurance for Disposition of Category 1 and 2 Byproduct Material Radioactive Sealed Sources,2021-12-08,2016,https://www.nrc.gov/docs/ML2134/ML21342A032.pdf,Rulemaking Plan on Financial Assurance for Disposition of Category 1 and 2 Byproduct Material Radioactive Sealed Sources,2016-10-07,2016,https://www.nrc.gov/docs/ML1620/ML16200A223.pdf,Rulemaking Plan,Cmr.,WRIGHT,2021-11-03,2016,all,884.0,861.0,23.0,False,True,Commissioner,Republican,2018-05-30,2025-01-19,Male,Hanson,1254,1,Burns,2015-01-01,2017-01-22,,,True,1271.0,1294.0,Svinicki,76.0,Burns,3,3,3,3.0,1,0.0,0,1.0,1.0,1.0
SECY-16-0121,Staff Recommendations for Rulemaking to Address Remediation of Residual Radioactivity During Operation,2016-12-21,2016,https://www.nrc.gov/docs/ML1635/ML16356A583.pdf,Staff Recommendations for Rulemaking to Address Remediation of Residual Radioactivity During Operation,2016-10-16,2016,https://www.nrc.gov/docs/ML1623/ML16235A298.pdf,Recommendations,Cmr.,BARAN,2016-12-05,2016,all,45.0,33.0,12.0,False,True,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,784,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,33.0,45.0,Svinicki,70.0,Burns,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0121,Staff Recommendations for Rulemaking to Address Remediation of Residual Radioactivity During Operation,2016-12-21,2016,https://www.nrc.gov/docs/ML1635/ML16356A583.pdf,Staff Recommendations for Rulemaking to Address Remediation of Residual Radioactivity During Operation,2016-10-16,2016,https://www.nrc.gov/docs/ML1623/ML16235A298.pdf,Recommendations,Chrm.,BURNS,2016-11-17,2016,all,45.0,22.0,23.0,False,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,744,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,22.0,45.0,Svinicki,70.0,Burns,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0121,Staff Recommendations for Rulemaking to Address Remediation of Residual Radioactivity During Operation,2016-12-21,2016,https://www.nrc.gov/docs/ML1635/ML16356A583.pdf,Staff Recommendations for Rulemaking to Address Remediation of Residual Radioactivity During Operation,2016-10-16,2016,https://www.nrc.gov/docs/ML1623/ML16235A298.pdf,Recommendations,Cmr.,SVINICKI,2016-11-07,2016,all,45.0,15.0,30.0,True,False,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3158,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,15.0,45.0,Svinicki,70.0,Burns,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0122,Status of Yucca Mountain Repository Program Activities,2016-11-08,2016,https://www.nrc.gov/docs/ML1631/ML16313A356.pdf,Status of Yucca Mountain Repository Program Activities,2016-10-19,2016,https://www.nrc.gov/docs/ML1620/ML16201A110.html,Status Report,Cmr.,BARAN,2016-10-31,2016,all,14.0,8.0,6.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,749,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,8.0,14.0,Svinicki,68.0,Burns,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0122,Status of Yucca Mountain Repository Program Activities,2016-11-08,2016,https://www.nrc.gov/docs/ML1631/ML16313A356.pdf,Status of Yucca Mountain Repository Program Activities,2016-10-19,2016,https://www.nrc.gov/docs/ML1620/ML16201A110.html,Status Report,Chrm.,BURNS,2016-11-02,2016,all,14.0,10.0,4.0,False,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,729,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,10.0,14.0,Svinicki,68.0,Burns,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0122,Status of Yucca Mountain Repository Program Activities,2016-11-08,2016,https://www.nrc.gov/docs/ML1631/ML16313A356.pdf,Status of Yucca Mountain Repository Program Activities,2016-10-19,2016,https://www.nrc.gov/docs/ML1620/ML16201A110.html,Status Report,Cmr.,SVINICKI,2016-11-03,2016,all,14.0,11.0,3.0,False,True,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3154,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,11.0,14.0,Svinicki,68.0,Burns,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0131,Denial of Petition for Rulemaking on Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools (PRM-30-113; NRC-2015-0230),2017-01-12,2016,https://www.nrc.gov/docs/ML1701/ML17012A392.html,Denial of Petition for Rulemaking on Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools (PRM-30-113; NRC-2015-0230),2016-11-16,2016,https://www.nrc.gov/docs/ML1602/ML16027A007.html,Other,Cmr.,BARAN,2016-12-13,2016,all,38.0,18.0,20.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,792,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,18.0,38.0,Svinicki,48.0,Svinicki,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0131,Denial of Petition for Rulemaking on Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools (PRM-30-113; NRC-2015-0230),2017-01-12,2016,https://www.nrc.gov/docs/ML1701/ML17012A392.html,Denial of Petition for Rulemaking on Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools (PRM-30-113; NRC-2015-0230),2016-11-16,2016,https://www.nrc.gov/docs/ML1602/ML16027A007.html,Other,Chrm.,BURNS,2016-12-19,2016,all,38.0,22.0,16.0,False,False,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,776,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,22.0,38.0,Svinicki,48.0,Svinicki,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0131,Denial of Petition for Rulemaking on Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools (PRM-30-113; NRC-2015-0230),2017-01-12,2016,https://www.nrc.gov/docs/ML1701/ML17012A392.html,Denial of Petition for Rulemaking on Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools (PRM-30-113; NRC-2015-0230),2016-11-16,2016,https://www.nrc.gov/docs/ML1602/ML16027A007.html,Other,Cmr.,SVINICKI,2017-01-03,2016,all,38.0,31.0,7.0,False,True,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3215,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,31.0,38.0,Svinicki,48.0,Svinicki,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0138,Request for Authorization to Issue Renewed Full-Power Facility Operating License for Fermi 2 Nuclear Power Plant,2016-12-14,2016,https://www.nrc.gov/docs/ML1634/ML16349A553.pdf,Request for Authorization to Issue Renewed Full-Power Facility Operating License for Fermi 2 Nuclear Power Plant,2016-12-06,2016,https://www.nrc.gov/docs/ML1633/ML16333A309.pdf,Other,Cmr.,BARAN,2016-12-09,2016,all,6.0,3.0,3.0,False,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Burns,788,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,3.0,6.0,Svinicki,34.0,Svinicki,3,3,3,3.0,1,1.0,0,0.0,1.0,0.0
SECY-16-0138,Request for Authorization to Issue Renewed Full-Power Facility Operating License for Fermi 2 Nuclear Power Plant,2016-12-14,2016,https://www.nrc.gov/docs/ML1634/ML16349A553.pdf,Request for Authorization to Issue Renewed Full-Power Facility Operating License for Fermi 2 Nuclear Power Plant,2016-12-06,2016,https://www.nrc.gov/docs/ML1633/ML16333A309.pdf,Other,Chrm.,BURNS,2016-12-12,2016,all,6.0,4.0,2.0,False,True,Chair,Independent,2015-01-01,2017-01-22,Male,Burns,769,2,Burns,2015-01-01,2017-01-22,BURNS,Chair,False,4.0,6.0,Svinicki,34.0,Svinicki,3,3,3,3.0,1,1.0,0,0.5,0.5,0.5
SECY-16-0138,Request for Authorization to Issue Renewed Full-Power Facility Operating License for Fermi 2 Nuclear Power Plant,2016-12-14,2016,https://www.nrc.gov/docs/ML1634/ML16349A553.pdf,Request for Authorization to Issue Renewed Full-Power Facility Operating License for Fermi 2 Nuclear Power Plant,2016-12-06,2016,https://www.nrc.gov/docs/ML1633/ML16333A309.pdf,Other,Cmr.,SVINICKI,2016-12-07,2016,all,6.0,1.0,5.0,True,False,Commissioner,Republican,2008-03-17,2017-01-22,Female,Burns,3188,1,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,False,1.0,6.0,Svinicki,34.0,Svinicki,3,3,3,3.0,1,1.0,0,1.0,0.0,1.0
SECY-16-0142,"Final Rule: Mitigation of Beyond-Design-Basis Events  Views of the Commission (Chairman Kristine L. Svinicki, Commissioners Annie Caputo and David A. Wright)  Separate Views of Commissioner Baran  Separate Views of Commissioner Burns",2019-01-24,2016,https://www.nrc.gov/docs/ML1902/ML19023A038.html,Final Rule: Mitigation of Beyond-Design-Basis Events  Supplement,2016-12-15,2016,https://www.nrc.gov/docs/ML1630/ML16301A005.html,Final Rule,Cmr.,BARAN,2017-06-08,2016,all,527.0,120.0,407.0,True,False,Commissioner,Democrat,2015-01-02,2018-06-30,Male,Svinicki,969,2,Burns,2015-01-01,2017-01-22,BARAN,Commissioner,False,120.0,527.0,Svinicki,27.0,Svinicki,3,3,5,3.0,1,1.0,1,0.0,1.0,1.0
SECY-16-0142,"Final Rule: Mitigation of Beyond-Design-Basis Events  Views of the Commission (Chairman Kristine L. Svinicki, Commissioners Annie Caputo and David A. Wright)  Separate Views of Commissioner Baran  Separate Views of Commissioner Burns",2019-01-24,2016,https://www.nrc.gov/docs/ML1902/ML19023A038.html,Final Rule: Mitigation of Beyond-Design-Basis Events  Supplement,2016-12-15,2016,https://www.nrc.gov/docs/ML1630/ML16301A005.html,Final Rule,Cmr.,BURNS,2017-06-26,2016,all,527.0,132.0,395.0,False,False,Commissioner,Independent,2017-01-23,2019-04-30,Male,Svinicki,965,3,Burns,2015-01-01,2017-01-22,BURNS,Chair,True,132.0,527.0,Svinicki,27.0,Svinicki,3,3,5,3.0,1,1.0,1,0.5,0.5,0.5
SECY-16-0142,"Final Rule: Mitigation of Beyond-Design-Basis Events  Views of the Commission (Chairman Kristine L. Svinicki, Commissioners Annie Caputo and David A. Wright)  Separate Views of Commissioner Baran  Separate Views of Commissioner Burns",2019-01-24,2016,https://www.nrc.gov/docs/ML1902/ML19023A038.html,Final Rule: Mitigation of Beyond-Design-Basis Events  Supplement,2016-12-15,2016,https://www.nrc.gov/docs/ML1630/ML16301A005.html,Final Rule,Cmr.,CAPUTO,2018-11-08,2016,all,164.0,114.0,50.0,False,True,Commissioner,Republican,2018-05-29,2021-06-30,Female,Svinicki,164,1,Burns,2015-01-01,2017-01-22,,,True,477.0,527.0,Svinicki,27.0,Svinicki,3,5,5,4.0,0,1.0,1,1.0,0.0,0.0
SECY-16-0142,"Final Rule: Mitigation of Beyond-Design-Basis Events  Views of the Commission (Chairman Kristine L. Svinicki, Commissioners Annie Caputo and David A. Wright)  Separate Views of Commissioner Baran  Separate Views of Commissioner Burns",2019-01-24,2016,https://www.nrc.gov/docs/ML1902/ML19023A038.html,Final Rule: Mitigation of Beyond-Design-Basis Events  Supplement,2016-12-15,2016,https://www.nrc.gov/docs/ML1630/ML16301A005.html,Final Rule,Chrm.,SVINICKI,2018-10-30,2016,all,527.0,470.0,57.0,False,False,Chair,Republican,2017-01-23,2021-01-19,Female,Svinicki,3880,2,Burns,2015-01-01,2017-01-22,SVINICKI,Commissioner,True,470.0,527.0,Svinicki,27.0,Svinicki,3,5,5,4.0,0,1.0,1,1.0,0.0,0.0
SECY-16-0142,"Final Rule: Mitigation of Beyond-Design-Basis Events  Views of the Commission (Chairman Kristine L. Svinicki, Commissioners Annie Caputo and David A. Wright)  Separate Views of Commissioner Baran  Separate Views of Commissioner Burns",2019-01-24,2016,https://www.nrc.gov/docs/ML1902/ML19023A038.html,Final Rule: Mitigation of Beyond-Design-Basis Events  Supplement,2016-12-15,2016,https://www.nrc.gov/docs/ML1630/ML16301A005.html,Final Rule,Cmr.,WRIGHT,2018-11-08,2016,all,163.0,113.0,50.0,False,False,Commissioner,Republican,2018-05-30,2025-01-19,Male,Svinicki,163,1,Burns,2015-01-01,2017-01-22,,,True,477.0,527.0,Svinicki,27.0,Svinicki,3,5,5,4.0,0,1.0,1,1.0,0.0,0.0
